BUYER_ZIP,BUYER_COUNTY,BUYER_CITY,BUYER_STATE,COUNT
26501,MONONGALIA,WESTOVER,WV,445
969,GUAYNABO,GUAYNABO,PR,445
18510,LACKAWANNA,SCRANTON,PA,445
30241,TROUP,LA GRANGE,GA,445
39441,JONES,LAUREL,MS,444
27591,WAKE,WENDELL,NC,444
32686,MARION,REDDICK,FL,444
12204,ALBANY,ALBANY,NY,444
33982,CHARLOTTE,PUNTA GORDA,FL,444
11772,SUFFOLK,WEST PATCHOGUE,NY,444
36862,CHAMBERS,LAFAYETTE,AL,444
62615,SANGAMON,AUBURN,IL,444
80758,YUMA,WRAY,CO,444
85349,YUMA,SAN LUIS,AZ,444
46923,CARROLL,DELPHI,IN,444
60936,FORD,GIBSON CITY,IL,444
72619,MARION,BULL SHOALS,AR,444
19018,DELAWARE,SECANE,PA,444
75407,COLLIN,PRINCETON,TX,444
75057,DENTON,LEWISVILLE,TX,443
92596,RIVERSIDE,WINCHESTER,CA,443
70786,LIVINGSTON,WATSON,LA,443
37406,HAMILTON,CHATTANOOGA,TN,443
10536,WESTCHESTER,KATONAH,NY,443
55109,RAMSEY,NORTH ST. PAUL,MN,443
21208,BALTIMORE,BALTIMORE,MD,443
4064,YORK,OLD ORCHARD BEACH,ME,443
10543,WESTCHESTER,MAMARONECK,NY,443
45885,AUGLAIZE,ST MARYS,OH,443
23608,NEWPORT NEWS CITY,NEWPORT NEWS,VA,443
43566,LUCAS,WATERVILLE,OH,443
38120,SHELBY,MEMPHIS,TN,442
68873,HOWARD,ST PAUL,NE,442
48106,WASHTENAW,ANN ARBOR,MI,442
55604,COOK,GRAND MARAIS,MN,442
63955,RIPLEY,DONIPHAN,MO,442
68446,OTOE,SYRACUSE,NE,442
27569,JOHNSTON,PRINCETON,NC,442
63126,SAINT LOUIS,ST LOUIS,MO,442
76102,TARRANT,FT WORTH,TX,441
39851,CLAY,FT. GAINES,GA,441
92313,SAN BERNARDINO,GRAND TERRACE,CA,441
63461,MARION,PALMYRA,MO,441
94621,ALAMEDA,OAKLAND(S),CA,441
36451,CLARKE,GROVE HILL,AL,441
29330,SPARTANBURG,COWPENS,SC,441
85346,LA PAZ,QUARTZSITE,AZ,441
96716,KAUAI,HANAPEPE,HI,441
35581,FRANKLIN,PHIL CAMPBELL,AL,441
33128,MIAMI-DADE,MIAMI,FL,440
30415,BULLOCH,BROOKLET,GA,440
67107,MCPHERSON,MOUNDRIDGE,KS,440
12932,ESSEX,ELIZABETHTOWN,NY,440
23875,PRINCE GEORGE,PRINCE GEORGE,VA,440
72753,WASHINGTON,PRAIRIE GROVE,AR,440
37085,RUTHERFORD,LASCASSAS,TN,440
13354,ONEIDA,HOLLAND PATENT,NY,440
63129,SAINT LOUIS,ST. LOUIS,MO,439
48416,SANILAC,BROWN CITY,MI,439
90201,LOS ANGELES,CUDAHY,CA,439
5091,WINDSOR,WOODSTOCK,VT,439
24127,CRAIG,NEW CASTLE,VA,439
49330,KENT,KENT CITY,MI,439
72354,POINSETT,LEPANTO,AR,439
55406,HENNEPIN,MPLS,MN,439
7068,ESSEX,ROSELAND,NJ,438
48455,LAPEER,METAMORA,MI,438
95691,YOLO,W SACRAMENTO,CA,438
55113,RAMSEY,ST PAUL,MN,438
95460,MENDOCINO,MENDOCINO,CA,438
76570,FALLS,ROSEBUD,TX,438
6517,NEW HAVEN,HAMDEN,CT,438
81637,EAGLE,GYPSUM,CO,438
90221,LOS ANGELES,COMPTON,CA,437
22192,PRINCE WILLIAM,LAKERIDGE,VA,437
64081,JACKSON,LEE'S  SUMMIT,MO,437
15845,ELK,JOHNSONBURG,PA,437
19010,DELAWARE,ROSEMONT,PA,437
43342,MARION,PROSPECT,OH,437
54020,POLK,OSCEOLA,WI,437
28634,IREDELL,HARMONY,NC,437
95947,PLUMAS,GREENVILLE,CA,436
60070,COOK,PROSPECT HEIGHTS,IL,436
46106,JOHNSON,BARGERSVILLE,IN,436
15539,BEDFORD,FISHERTOWN,PA,436
91362,VENTURA,WESTLAKE VILLAGE,CA,436
21234,BALTIMORE,CARNEY,MD,436
11418,QUEENS,JAMAICA,NY,436
72434,LAWRENCE,IMBODEN,AR,435
80401,JEFFERSON,LAKEWOOD,CO,435
14612,MONROE,GREECE,NY,435
78259,BEXAR,SAN ANTONIO,TX,435
34953,SAINT LUCIE,PORT ST. LUCIE,FL,435
74035,OSAGE,HOMINY,OK,435
76116,TARRANT,FT WORTH,TX,435
21875,WICOMICO,DELMAR,MD,435
78362,SAN PATRICIO,INGLESIDE,TX,435
14226,ERIE,AMHEREST,NY,435
76834,COLEMAN,COLEMAN,TX,435
78016,MEDINA,DEVINE,TX,435
7753,MONMOUTH,NEPTUNE CITY,NJ,435
44022,CUYAHOGA,BAINBRIDGE,OH,435
82637,CONVERSE,GLENROCK,WY,435
47353,UNION,LIBERTY,IN,435
18661,LUZERNE,WHITE HAVEN,PA,435
94024,SANTA CLARA,LOS ALTOS,CA,435
47639,GIBSON,HAUBSTADT,IN,435
11963,SUFFOLK,SAG HARBOR,NY,434
76571,BELL,SALADO,TX,434
49057,VAN BUREN,HARTFORD,MI,434
29002,RICHLAND,BALLENTINE,SC,434
75559,BOWIE,DE KALB,TX,434
1952,ESSEX,SALISBURY,MA,434
62258,SAINT CLAIR,MASCOUTAH,IL,434
30183,CHEROKEE,WALESKA,GA,434
21034,HARFORD,DARLINGTON,MD,434
35023,JEFFERSON,BESSEMER,AL,434
45885,AUGLAIZE,SAINT MARYS,OH,434
25085,FAYETTE,GAULEY BRIDGE,WV,434
14616,MONROE,GREECE,NY,434
12083,GREENE,GREENVILLE,NY,434
7405,MORRIS,KINNELON,NJ,433
85132,PINAL,FLORENCE,AZ,433
84332,CACHE,PROVIDENCE,UT,433
48618,MIDLAND,COLEMAN,MI,433
68632,BUTLER,DAVID CITY,NE,433
53520,GREEN,BRODHEAD,WI,433
15851,JEFFERSON,REYNOLDSVILLE,PA,433
23923,CHARLOTTE,CHARLOTTE COURT HOUSE,VA,433
29466,CHARLESTON,MT PLEASANT,SC,433
72064,PRAIRIE,HAZEN,AR,433
81428,DELTA,PAONIA,CO,432
40312,POWELL,CLAY CITY,KY,432
57252,GRANT,MILBANK,SD,432
45227,HAMILTON,FAIRFAX,OH,432
53220,MILWAUKEE,MILWAUKEE,WI,432
63368,SAINT CHARLES,O'FALLON,MO,432
50025,AUDUBON,AUDUBON,IA,432
95365,MERCED,PLANADA,CA,432
46290,HAMILTON,INDIANAPOLIS,IN,432
96779,MAUI,PAIA,HI,432
14209,ERIE,BUFFALO,NY,432
8010,BURLINGTON,BEVERLY,NJ,431
7310,HUDSON,JERSEY CITY,NJ,431
26147,CALHOUN,GRANTSVILLE,WV,431
674,MANATI,MANATI,PR,431
50311,POLK,DES MOINIES,IA,431
26711,HAMPSHIRE,CAPON BRIDGE,WV,431
79927,EL PASO,SOCORRO,TX,431
67865,CLARK,MINNEOLA,KS,431
74044,CREEK,MANNFORD,OK,431
30273,CLAYTON,REX,GA,431
98367,KITSAP,PORT ORCHARD,WA,430
3570,COOS,BERLIN,NH,430
64854,MCDONALD,NOEL,MO,430
3894,CARROLL,WOLFEBORO,NH,430
55118,DAKOTA,SAINT PAUL,MN,430
19807,NEW CASTLE,GREENVILLE,DE,430
30178,BARTOW,TAYLORSVILLE,GA,430
33716,PINELLAS,ST. PETERSBURG,FL,430
46845,ALLEN,FORT WAYNE,IN,430
19440,MONTGOMERY,HILLTOWN,PA,430
48670,MIDLAND,MIDLAND,MI,430
85206,MARICOPA,MESA(GREENFIELD),AZ,430
43502,FULTON,ARCHBOLD,OH,429
14735,ALLEGANY,FILLMORE,NY,429
8010,BURLINGTON,EDGEWATER PARK,NJ,429
43762,MUSKINGUM,NEW CONCORD,OH,429
4756,AROOSTOOK,MADAWASKA,ME,429
94565,CONTRA COSTA,BAY POINT,CA,429
79027,CASTRO,DIMMITT,TX,429
20701,HOWARD,ANNAPOLIS JUNCTION,MD,429
17065,CUMBERLAND,MT HOLLY SPRINGS,PA,429
14132,NIAGARA,SANBORN,NY,429
92325,SAN BERNARDINO,CRESTLINE,CA,429
83202,BANNOCK,POCATELLO,ID,429
78219,BEXAR,SAN ANTONIO,TX,429
36271,CALHOUN,OHATCHEE,AL,428
4037,OXFORD,FRYEBURG,ME,428
14522,WAYNE,PALMYRA,NY,428
68370,THAYER,HEBRON,NE,428
12944,CLINTON,KEESEVILLE,NY,428
67661,PHILLIPS,PHILLIPSBURG,KS,428
96022,SHASTA,COTTONWOOD,CA,428
54768,CHIPPEWA,STANLEY,WI,428
49128,BERRIEN,THREE OAKS,MI,428
95324,MERCED,HILMAR,CA,428
15456,FAYETTE,LEMONT FURNACE,PA,428
35203,JEFFERSON,BIRMINGHAM,AL,428
35672,LAWRENCE,TOWN CREEK,AL,428
35952,ETOWAH,SNEAD,AL,428
35584,WALKER,SIPSEY,AL,428
6608,FAIRFIELD,BRIDGEPORT,CT,427
73068,CLEVELAND,NOBLE,OK,427
93430,SAN LUIS OBISPO,CAYUCOS,CA,427
56342,MILLE LACS,ISLE,MN,427
47396,DELAWARE,YORKTOWN,IN,427
48065,MACOMB,ROMEO,MI,427
28461,BRUNSWICK,SOUTH PORT,NC,427
20902,MONTGOMERY,SILVER SPRING,MD,427
44612,TUSCARAWAS,BOLIVAR,OH,427
89032,CLARK,N. LAS VEGAS,NV,427
48611,BAY,AUBURN,MI,427
10804,WESTCHESTER,NEW ROCHELLE,NY,427
27041,SURRY,PILOT MT,NC,427
36518,WASHINGTON,CHATOM,AL,427
22206,ARLINGTON,ARLINGTON,VA,427
20116,FAUQUIER,MARSHALL,VA,426
49649,GRAND TRAVERSE,KINGSLEY,MI,426
7732,MONMOUTH,HIGHLANDS,NJ,426
3249,BELKNAP,GILFORD,NH,426
39555,JACKSON,HURLEY,MS,426
75707,SMITH,TYLER,TX,426
95133,SANTA CLARA,SAN JOSE,CA,426
52761,MUSCATINE,MUSCANTINE,IA,426
28747,TRANSYLVANIA,LAKE TOXAWAY,NC,426
73632,WASHITA,CORDELL,OK,425
35212,JEFFERSON,BIRMINGHAM,AL,425
30217,HEARD,FRANKLIN,GA,425
64136,JACKSON,KANSAS CITY,MO,425
23947,CHARLOTTE,KEYSVILLE,VA,425
1772,WORCESTER,SOUTHBOROUGH,MA,425
63132,SAINT LOUIS,SAINT LOUIS,MO,425
16922,POTTER,GALETON,PA,425
44506,MAHONING,YOUNGSTOWN,OH,425
79110,RANDALL,AMARILLO,TX,425
84106,SALT LAKE,SOUTH SALT LAKE,UT,425
43821,MUSKINGUM,DRESDEN,OH,425
26601,BRAXTON,SUTTON,WV,425
43607,LUCAS,TOLEDO,OH,425
72641,NEWTON,JASPER,AR,425
802,SAINT THOMAS,ST THOMAS,VI,425
32934,BREVARD,MELBOURNE,FL,425
54736,PEPIN,DURAND,WI,425
75182,DALLAS,SUNNYVALE,TX,425
83445,FREMONT,SAINT ANTHONY,ID,424
33981,CHARLOTTE,PORT CHARLOTTE,FL,424
75181,DALLAS,MESQUITE,TX,424
54165,OUTAGAMIE,SEYMOUR,WI,424
24073,MONTGOMERY,CHRISTIANBURG,VA,424
90043,LOS ANGELES,LOS ANGELES,CA,424
49437,MUSKEGON,MONTAGUE,MI,424
29565,DILLON,LATTA,SC,424
97913,MALHEUR,NYSSA,OR,424
17405,YORK,YORK,PA,424
16646,CAMBRIA,HASTINGS,PA,424
17042,LEBANON,CLEONA,PA,423
75082,DALLAS,RICHARDSON,TX,423
70339,ASSUMPTION,PIERRE PART,LA,423
32456,GULF,PORT ST JOE,FL,423
38563,SMITH,GORDONSVILLE,TN,423
60069,LAKE,LINCOLNSHIRE,IL,423
14470,ORLEANS,HOLLEY,NY,422
36560,MOBILE,MOUNT VERNON,AL,422
2492,NORFOLK,NEEDHAM,MA,422
49021,EATON,BELLEVUE,MI,422
79536,TAYLOR,MERKEL,TX,422
13607,JEFFERSON,ALEXANDRIA BAY,NY,422
1240,BERKSHIRE,LENOX,MA,422
19035,MONTGOMERY,GLADWYNE,PA,422
70577,SAINT LANDRY,PORT BARRE,LA,422
53086,WASHINGTON,SLINGER,WI,422
55944,DODGE,KASSON,MN,421
67871,SCOTT,SCOTT CITY,KS,421
59847,MISSOULA,LOLO,MT,421
15926,SOMERSET,CENTRAL CITY,PA,421
17048,DAUPHIN,LYKENS,PA,421
20155,PRINCE WILLIAM,GAINSVILLE,VA,421
98296,SNOHOMISH,SNOHOMISH,WA,421
81122,LA PLATA,BAYFIELD,CO,421
60957,FORD,PAXTON,IL,421
55101,RAMSEY,SAINT PAUL,MN,421
46835,ALLEN,FT WAYNE,IN,420
34952,SAINT LUCIE,PORT ST. LUCIE,FL,420
77702,JEFFERSON,BEAUMONT,TX,420
49117,BERRIEN,NEW BUFFALO,MI,420
77480,BRAZORIA,SWEENY,TX,420
55395,MCLEOD,WINSTED,MN,420
46721,DE KALB,BUTLER,IN,420
58341,WELLS,HARVEY,ND,420
74962,SEQUOYAH,VIAN,OK,419
45240,HAMILTON,FOREST PARK,OH,419
78574,HIDALGO,MISSION,TX,419
26456,DODDRIDGE,WEST UNION,WV,419
4104,CUMBERLAND,PORTLAND,ME,419
32333,GADSDEN,HAVANA,FL,419
8852,MIDDLESEX,MONMOUTH JUNCTION,NJ,419
7093,HUDSON,GUTTENBERG,NJ,419
44230,WAYNE,DOYLESTOWN,OH,419
49614,MANISTEE,BEAR LAKE,MI,419
43105,FAIRFIELD,BALTIMORE,OH,419
46051,MADISON,LAPEL,IN,419
92625,ORANGE,CORONA DEL MAR,CA,419
98075,KING,SAMMAMISH,WA,419
3470,CHESHIRE,WINCHESTER,NH,419
62265,CLINTON,NEW BADEN,IL,419
63740,SCOTT,CHAFFEE,MO,418
22727,MADISON,MADISON,VA,418
77469,FORT BEND,ROSENBERG,TX,418
77066,HARRIS,HOUSTON,TX,418
72944,SCOTT,MANSFIELD,AR,417
32836,ORANGE,ORLANDO,FL,417
93626,FRESNO,FRIANT,CA,417
80205,DENVER,DENVER,CO,417
72437,CRAIGHEAD,LAKE CITY,AR,417
23116,HANOVER,MECHANCSVILLE,VA,417
94574,NAPA,ST HELENA,CA,417
2481,NORFOLK,WELLESLEY,MA,417
70359,TERREBONNE,GRAY,LA,417
91775,LOS ANGELES,SAN GABRIEL,CA,417
83712,ADA,BOISE,ID,416
60638,COOK,BEDFORD PARK,IL,416
90291,LOS ANGELES,MARINA DEL REY,CA,416
80440,PARK,FAIRPLAY,CO,416
31220,BIBB,MACON,GA,416
21158,CARROLL,WESTMINSTER,MD,416
17842,SNYDER,MIDDLEBURG,PA,416
11422,QUEENS,ROSEDALE,NY,416
12198,RENSSELAER,WYANTSKILL,NY,416
54889,BARRON,TURTLE LAKE,WI,415
64116,CLAY,KANSAS CITY,MO,415
60191,DUPAGE,WOOD DALE,IL,415
8021,CAMDEN,CLEMONTON,NJ,415
92679,ORANGE,TRABUCO CANYON,CA,415
17047,PERRY,LOYSVILLE,PA,415
8816,MIDDLESEX,E BRUNSWICK,NJ,415
48357,OAKLAND,HIGHLAND,MI,415
1073,HAMPSHIRE,SOUTHAMPTON,MA,415
77381,MONTGOMERY,THE WOOD LANDS,TX,415
84664,UTAH,MAPLETON,UT,415
33166,MIAMI-DADE,MIAMI,FL,415
31803,MARION,BUENA VISTA,GA,415
8045,CAMDEN,LAWNSIDE,NJ,414
55421,ANOKA,ST ANTHONY,MN,414
63114,SAINT LOUIS,ST LOUIS,MO,414
96727,HAWAII,HONOKAA,HI,414
70529,LAFAYETTE,DUSON,LA,414
73047,CADDO,HINTON,OK,414
78201,BEXAR,BALCONES HGTS,TX,414
60653,COOK,CHICAGO,IL,414
91307,LOS ANGELES,CANOGA PARK,CA,414
50665,BUTLER,PARKERSBURG,IA,414
33843,POLK,FROSTPROOF,FL,414
63139,SAINT LOUIS CITY,SAINT LOUIS,MO,414
54311,BROWN,GREENBAY,WI,414
38004,TIPTON,ATOKA,TN,414
37818,GREENE,MOSHEIM,TN,414
14719,CATTARAUGUS,CATTARAUGUS,NY,414
95322,MERCED,GUSTINE,CA,413
13304,ONEIDA,BARNEVELD,NY,413
29528,HORRY,CONWAY,SC,413
68801,HALL,GRAND ISLAND(S),NE,413
39073,RANKIN,FLORENCE,MS,413
45154,BROWN,MOUNT ORAB,OH,413
29835,MCCORMICK,MC CORMICK,SC,413
48759,HURON,SEBEWAING,MI,413
66846,MORRIS,COUNCIL GROVE,KS,413
85629,PIMA,SAHUARITA,AZ,413
32439,WALTON,FREEPORT,FL,413
11042,NASSAU,NEW HYDE PARK,NY,413
12122,SCHOHARIE,MIDDLEBURGH,NY,413
48076,OAKLAND,LATHRUP VILLAGE,MI,412
48657,MIDLAND,SANFORD,MI,412
97201,MULTNOMAH,PORTLAND,OR,412
32131,PUTNAM,EAST PALATKA,FL,412
48843,LIVINGSTON,OCEOLA TWP,MI,412
8260,CAPE MAY,NORTH WILDWOOD,NJ,412
45322,MONTGOMERY,UNION,OH,412
29928,BEAUFORT,HILTON HEAD ISLAND,SC,412
7719,MONMOUTH,WALL,NJ,412
90249,LOS ANGELES,GARDENA,CA,412
8638,MERCER,EWING TOWNSHIP,NJ,412
45171,BROWN,SARDINIA,OH,412
55108,RAMSEY,SAINT PAUL,MN,412
17241,CUMBERLAND,NEWVILLE,PA,411
73566,KIOWA,SNYDER,OK,411
30517,JACKSON,BRASELTON,GA,411
46761,LAGRANGE,LA GRANGE,IN,411
15358,WASHINGTON,RICHEYVILLE,PA,411
72081,WHITE,JUDSONIA,AR,411
70582,SAINT MARTIN,ST MARTINVLLE,LA,411
13862,BROOME,WHITNEY POINT,NY,411
959,BAYAMON,BAYAMON,PR,410
55119,RAMSEY,MAPLEWOOD,MN,410
49968,GOGEBIC,WAKEFIELD,MI,410
2645,BARNSTABLE,EAST HARWICH,MA,410
35178,SHELBY,VINCENT,AL,410
87520,RIO ARRIBA,CHAMA,NM,410
89049,NYE,TONOPAH,NV,410
70582,SAINT MARTIN,ST MARTINVILLE,LA,410
70449,LIVINGSTON,MAUREPAS,LA,410
76444,COMANCHE,DE LEON,TX,410
12542,ULSTER,MARLBORO,NY,410
94703,ALAMEDA,BERKELEY,CA,410
44054,LORAIN,SHEFFIELD VILLAGE,OH,409
72019,SALINE,BENTON,AR,409
62939,JOHNSON,GOREVILLE,IL,409
14530,WYOMING,PERRY,NY,409
65441,CRAWFORD,BOURBON,MO,409
28609,CATAWBA,CATAWBA,NC,409
19808,NEW CASTLE,"WILMINGTON,",DE,409
11362,QUEENS,DOUGLASTON,NY,409
783,COROZAL,COROZAL,PR,409
8691,MERCER,HAMILTON,NJ,409
49094,BRANCH,UNION CITY,MI,409
11720,SUFFOLK,SOUTH SETAUKET,NY,409
60449,WILL,MONEE,IL,409
7753,MONMOUTH,TINTON FALLS,NJ,409
4427,PENOBSCOT,CORINTH,ME,409
2170,NORFOLK,WOLLASTON,MA,409
70116,ORLEANS,NEW ORLEANS,LA,408
37916,KNOX,KNOXVILLE,TN,408
34772,OSCEOLA,SAINT CLOUD,FL,408
27157,FORSYTH,WINSTON SALEM,NC,408
96028,SHASTA,FALL RIVER MILLS,CA,408
7043,ESSEX,UPPER MONTCLAIR,NJ,408
41017,KENTON,EDGEWOOD,KY,408
35740,JACKSON,BRIDGEPORT,AL,408
48892,INGHAM,WEBBERVILLE,MI,408
29432,ORANGEBURG,BRANCHVILLE,SC,408
48174,WAYNE,BROWNSTOWN,MI,408
21014,HARFORD,BELAIR,MD,408
64779,BATES,RICH HILL,MO,408
80403,JEFFERSON,ARVADA,CO,408
36925,SUMTER,YORK,AL,408
93241,KERN,LAMONT,CA,408
73098,GARVIN,WYNNEWOOD,OK,408
10522,WESTCHESTER,DOBBS FERRY,NY,407
43777,MUSKINGUM,ROSEVILLE,OH,407
67835,GRAY,CIMARRON,KS,407
76266,DENTON,SANGER,TX,407
73135,OKLAHOMA,DEL CITY,OK,407
37909,KNOX,KNOXVILLE,TN,407
2191,NORFOLK,WEYMOUTH,MA,407
78387,SAN PATRICIO,SINTON,TX,407
18413,SUSQUEHANNA,CLIFFORD,PA,407
49715,CHIPPEWA,BRIMLEY,MI,407
28209,MECKLENBURG,CHARLOTTE,NC,407
12929,CLINTON,DANNEMORA,NY,407
1364,FRANKLIN,ORANGE,MA,406
94104,SAN FRANCISCO,SAN FRANCISCO,CA,406
56751,ROSEAU,ROSEAU,MN,406
76205,DENTON,CORINTH,TX,406
66214,JOHNSON,SHAWNEE,KS,406
26301,HARRISON,NUTTERFORT,WV,406
78574,HIDALGO,PALMHURST,TX,406
55116,RAMSEY,SAINT PAUL,MN,406
47122,FLOYD,GEORGETOWN,IN,406
27508,FRANKLIN,BUNN,NC,405
28398,DUPLIN,WARSAW,NC,405
84319,CACHE,HYRUM,UT,405
52040,DUBUQUE,DYERSVILLE,IA,405
59422,TETON,CHOTEAU,MT,405
7206,UNION,ELIZABETH,NJ,405
30506,HALL,GAINSVILLE,GA,405
55045,CHISAGO,LINDSTROM,MN,405
10107,NEW YORK,NEW YORK,NY,404
79119,RANDALL,AMARILLO,TX,404
80807,KIT CARSON,BURLINGTON,CO,404
74451,CHEROKEE,PARK HILL,OK,404
15928,SOMERSET,DAVIDSVILLE,PA,404
95070,SANTA CLARA,SARATOGA,CA,404
27823,HALIFAX,ENFIELD,NC,404
1504,WORCESTER,BLACKSTONE,MA,404
35117,JEFFERSON,MOUNT OLIVE,AL,404
15045,ALLEGHENY,GLASSPORT,PA,404
30350,FULTON,SANDY SPRINGS,GA,404
40390,JESSAMINE,WILMORE,KY,404
33187,MIAMI-DADE,MIAMI,FL,404
64506,BUCHANAN,ST. JOSEPH,MO,404
77562,HARRIS,HIGHLANDS,TX,403
43522,WOOD,GRAND RAPIDS,OH,403
39455,LAMAR,LUMBERTON,MS,403
59865,LAKE,ST IGNATIUS,MT,403
63138,SAINT LOUIS,SAINT LOUIS,MO,403
78009,MEDINA,CASTROVILLE,TX,403
74360,OTTAWA,PICHER,OK,403
26335,BRAXTON,BURNSVILLE,WV,403
23238,HENRICO,HENRICO,VA,403
73010,MCCLAIN,BLANCHARD,OK,403
10977,ROCKLAND,CHESTNUT RIDGE,NY,403
35760,MADISON,NEW HOPE,AL,403
93926,MONTEREY,GONZALES,CA,403
46366,STARKE,NORTH JUDSON,IN,403
83611,VALLEY,CASCADE,ID,402
53530,LAFAYETTE,DARLINGTON,WI,402
47951,NEWTON,KENTLAND,IN,402
1430,WORCESTER,ASHBURNHAM,MA,402
42411,CALDWELL,FREDONIA,KY,402
34741,OSCEOLA,KISIMMEE,FL,402
42351,HANCOCK,LEWISPORT,KY,402
98586,PACIFIC,SOUTH BEND,WA,402
80023,BROOMFIELD,THORNTON,CO,401
93704,FRESNO,FRESNO,CA,401
28678,ALEXANDER,STONY POINT,NC,401
27332,LEE,SANFORD,NC,401
29405,CHARLESTON,CHARLESTON,SC,401
97403,LANE,EUGENE,OR,401
90010,LOS ANGELES,LOS ANGELES,CA,401
56081,WATONWAN,SAINT JAMES,MN,401
83644,CANYON,MIDDLETON,ID,401
1021,HAMPDEN,CHICOPEE,MA,400
77375,HARRIS,TOMBALL(HOUSTON),TX,400
5602,WASHINGTON,BERLIN,VT,400
35616,COLBERT,CHEROKEE,AL,400
46540,ELKHART,MIDDLEBURY,IN,400
24712,MERCER,ATHENS,WV,400
54534,IRON,HURLEY,WI,400
77096,HARRIS,HOUSTON (BRASSWOOD),TX,400
54612,TREMPEALEAU,ARCADIA,WI,400
35961,DE KALB,COLLINSVILLE,AL,400
4252,ANDROSCOGGIN,LISBON FALLS,ME,399
22311,ALEXANDRIA CITY,ALEXANDRIA,VA,399
32550,WALTON,SANDESTIN,FL,399
27016,STOKES,DANBURY,NC,399
22939,AUGUSTA,FISHERVILLE,VA,399
52246,JOHNSON,IOWA CITY,IA,399
67756,CHEYENNE,ST FRANCIS,KS,399
34114,COLLIER,NAPLES (SE),FL,399
68037,CASS,LOUISVILLE,NE,399
5663,WASHINGTON,NORTHFIELD,VT,399
84054,DAVIS,NORTH SALT LAKE,UT,399
35116,JEFFERSON,MORRIS,AL,399
15478,FAYETTE,SMITHFIELD,PA,399
34117,COLLIER,NAPLES,FL,399
37687,CARTER,ROAN MOUNTAIN,TN,399
33709,PINELLAS,KENNETH CITY,FL,399
56143,JACKSON,JACKSON,MN,398
12979,CLINTON,ROUSES POINT,NY,398
90029,LOS ANGELES,LOS ANGELES,CA,398
76114,TARRANT,RIVER OAKS,TX,398
60491,WILL,HOMER GLENN,IL,398
59068,CARBON,RED LODGE,MT,398
14903,CHEMUNG,BIG FLATS (ELMIRA),NY,398
12822,SARATOGA,CORINTH,NY,397
48655,SAGINAW,SAINT CHARLES,MI,397
45629,SCIOTO,FRANKLIN FURNACE,OH,397
27011,YADKIN,BOONVILLE,NC,397
1267,BERKSHIRE,WILLIAMSTOWN,MA,397
72015,SALINE,HASKELL,AR,397
37301,GRUNDY,ALTAMONT,TN,397
23509,NORFOLK CITY,NORFOLK,VA,397
78205,BEXAR,SAN ANTONIO,TX,397
10567,WESTCHESTER,CORTLANDT MANOR,NY,397
50115,GUTHRIE,GUTHRIE CENTER,IA,396
92210,RIVERSIDE,INDIAN WELLS,CA,396
26542,PRESTON,MASONTOWN,WV,396
80230,DENVER,DENVER,CO,396
99022,SPOKANE,MEDICAL LAKE,WA,396
84761,IRON,PAROWAN,UT,396
70521,SAINT MARTIN,CECILIA,LA,396
95546,HUMBOLDT,HOOPA,CA,396
29511,HORRY,AYNOR,SC,396
50014,STORY,AMES,IA,396
685,SAN SEBASTIAN,SAN SEBASTIAN,PR,396
89106,CLARK,LAS VAGAS,NV,396
55126,RAMSEY,SHOREVIEW,MN,396
19718,NEW CASTLE,NEWARK,DE,396
28655,BURKE,MORGANTOWN,NC,395
8027,GLOUCESTER,GIBBSTOWN,NJ,395
66088,JEFFERSON,VALLEY FALLS,KS,395
2742,BRISTOL,NEW BEDFORD,MA,395
56320,STEARNS,COLD SPRING,MN,395
18032,LEHIGH,CATASAUQUA,PA,395
27809,EDGECOMBE,BATTLEBORO,NC,395
3244,HILLSBOROUGH,HILLSBORO,NH,395
6371,NEW LONDON,OLD LYME,CT,394
44714,STARK,CANTON,OH,394
11932,SUFFOLK,BRIDGEHAMPTON,NY,394
62976,PULASKI,PULASKI,IL,394
91108,LOS ANGELES,SAN MARINO,CA,394
69210,BROWN,AINSWORTH,NE,394
33065,BROWARD,MARGATE,FL,394
73538,COMANCHE,ELGIN,OK,394
38355,GIBSON,MEDINA,TN,394
44288,PORTAGE,WINDHAM,OH,394
15137,ALLEGHENY,NO VERSAILLES,PA,394
58474,DICKEY,OAKES,ND,394
57533,GREGORY,GREGORY,SD,394
33143,MIAMI-DADE,SOUTH MIAMI,FL,394
48359,OAKLAND,ORION TWP,MI,394
84310,WEBER,EDEN,UT,393
29403,CHARLESTON,CHARLESTON,SC,393
50849,ADAIR,GREENFIELD,IA,393
23336,ACCOMACK,CHINCOTEAGUE,VA,393
29643,OCONEE,FAIR PLAY,SC,393
20751,ANNE ARUNDEL,DEALE,MD,393
29369,SPARTANBURG,MOORE,SC,393
7850,MORRIS,LANDING,NJ,393
18706,LUZERNE,WILKES BARRE,PA,393
10507,WESTCHESTER,BEDFORD HILLS,NY,393
37861,GRAINGER,RUTLEDGE,TN,392
14504,ONTARIO,MANCHESTER,NY,392
43160,FAYETTE,WASHINGTONCOURTHSE,OH,392
46723,WHITLEY,CHURUBUSCO,IN,392
8827,HUNTERDON,HAMPTON,NJ,392
40150,BULLITT,LEBANON JUNCTION,KY,392
81506,MESA,GRAND JUNCTION,CO,392
19025,MONTGOMERY,DRESHER,PA,392
94707,ALAMEDA,BERKELEY,CA,392
20853,MONTGOMERY,ROCKVILLE,MD,392
